module,type,name,res_id,src,value
account,model,"ir.actions.act_window,help",account.action_account_journal_form,"<p class=""oe_view_nocontent_create"">
                Click to add a journal.
              </p><p>
                A journal is used to record transactions of all accounting data
                related to the day-to-day business.
              </p><p>
                A typical company may use one journal per payment method (cash,
                bank accounts, checks), one purchase journal, one sale journal
                and one for miscellaneous information.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add a journal.
              </p><p>
                A journal is used to record transactions of all accounting data
                related to the day-to-day business.
              </p><p>
                A typical company may use one journal per payment method (cash,
                bank accounts, checks), one purchase journal, one sale journal
                and one for miscellaneous information.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_form,"<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_gain_loss,"<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                When doing multi-currency transactions, you may loose or gain
                some amount due to changes of exchange rate. This menu gives
                you a forecast of the Gain or Loss you'd realized if those
                transactions were ended today. Only for accounts having a
                secondary currency set.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby dodać konto.
              </p><p>
                Kiedy stosujesz operacje wielowalutowe, to możesz mieć dochody
                lub straty wynikające z różnic kursowych. To menu pokaże ci 
                prognozę zysków i strat, jeśli operacje zakończą się dzisiaj.
                Tylko dla kont z ustawioną dodatkową walutą.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree1,"<p class=""oe_view_nocontent_create"">
                Click to create a customer invoice.
              </p><p>
                OpenERP's electronic invoicing allows to ease and fasten the
                collection of customer payments. Your customer receives the
                invoice by email and he can pay online and/or import it
                in his own system.
              </p><p>
                The discussions with your customer are automatically displayed at
                the bottom of each invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby utworzyć fakturę dla klienta.
              </p><p>
                Elektroniczne fakturowanie OpenERP pozwala szybko 
                i łatwo zarządzać płatnościami. Klient może otrzymać
                fakturę mailem i może zapłacić ją od razu lub
                zaimportować do swoejgo systemu.
              </p><p>
                Komunikacja z klientem jest automatycznie wyświetlana
                pod fakturą.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree3,"<p class=""oe_view_nocontent_create"">
                Click to create a customer refund. 
              </p><p>
                A refund is a document that credits an invoice completely or
                partially.
              </p><p>
                Instead of manually creating a customer refund, you
                can generate it directly from the related customer invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby utworzyć korektę dla klienta. 
              </p><p>
                Korekta może korygowac fakturę całkowiecie lub
                częściowo.
              </p><p>
                Zamiast ręcznie tworzyć korektę powinieneś
                utworzyć ją z faktury pierwotnej.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_move_journal_line,"<p class=""oe_view_nocontent_create"">
                Click to create a journal entry.
              </p><p>
                A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.
              </p><p>
                OpenERP automatically creates one journal entry per accounting
                document: invoice, refund, supplier payment, bank statements,
                etc. So, you should record journal entries manually only/mainly
                for miscellaneous operations.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby utworzyć zapis księgowy.
              </p><p>
                Zapis księgowy zawiera kilka pozycji. Każda z nich jest transakcją
                po albo stronie Winien, albo po stronie Ma.
              </p><p>
                OpenERP tworzy automatycznie zapisy przy zatwierdzaniu wielu
                dokumentów: faktur, korekt, płatności, wyciągów bankowych, itp.
                Ręcznie powinieneś wprowadzać zapisy tylko dla nietypowych
                operacji.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to create a new cash log.
              </p><p>
                A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby utworzyć nowy raport kasowy.
              </p><p>
                Raport kasowy pozwala rejestrować operacje kasowe.
                Służy do obsługi codziennych płatności w gotówce.
                Po utworzeniu raportu, na początku możesz wprowadzić
                banknoty i monety, które posiadasz w kasetce. A następnie
                rejestrować każdą operację wpłaty i wypłaty.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_type_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new account type.
              </p><p>
                An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to define a new account type.
              </p><p>
                An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_subscription_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new recurring entry.
              </p><p>
                A recurring entry occurs on a recurrent basis from a specific
                date, i.e. corresponding to the signature of a contract or an
                agreement with a customer or a supplier. You can create such
                entries to automate the postings in the system.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to define a new recurring entry.
              </p><p>
                A recurring entry occurs on a recurrent basis from a specific
                date, i.e. corresponding to the signature of a contract or an
                agreement with a customer or a supplier. You can create such
                entries to automate the postings in the system.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_tax_code_list,"<p class=""oe_view_nocontent_create"">
                Click to define a new tax code.
              </p><p>
                Depending on the country, a tax code is usually a cell to fill
                in your legal tax statement. OpenERP allows you to define the
                tax structure and each tax computation will be registered in
                one or several tax code.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to define a new tax code.
              </p><p>
                Depending on the country, a tax code is usually a cell to fill
                in your legal tax statement. OpenERP allows you to define the
                tax structure and each tax computation will be registered in
                one or several tax code.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree2,"<p class=""oe_view_nocontent_create"">
                Click to record a new supplier invoice.
              </p><p>
                You can control the invoice from your supplier according to
                what you purchased or received. OpenERP can also generate
                draft invoices automatically from purchase orders or receipts.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby zarejestrować fakturę od dostawcy.
              </p><p>
                Możesz rejestrować faktury w zależności od zakupów lub
                przyjęć. OpenERP generuje również projekty faktur
                automatycznie z zamówienia zakupu lub przyjęcia zewnętrznego.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to register a bank statement.
              </p><p>
                A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.
              </p><p>
                OpenERP allows you to reconcile a statement line directly with
                the related sale or puchase invoices.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby zarejestrować wyciąg bankowy.
              </p><p>
                Wyciąg jest listę transakcji bankowych dla konkretnego konta
                w określonym czasie.
              </p><p>
                OpenERP pozwala uzgadniać pozycje wyciągu bezpośrednio
                z fakturami sprzedaży lub zakupu.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree4,"<p class=""oe_view_nocontent_create"">
                Click to register a refund you received from a supplier.
              </p><p>
                Instead of creating the supplier refund manually, you can generate
                refunds and reconcile them directly from the related supplier invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Kliknij, aby zarejestrować korektę od dostawcy.
              </p><p>
                Zamiast wprowadzać ją ręcznie, możesz ją utworzyć od razu
                w oryginalnej fakturze.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_fiscalyear,"<p class=""oe_view_nocontent_create"">
                Click to start a new fiscal year.
              </p><p>
                Define your company's financial year according to your needs. A
                financial year is a period at the end of which a company's
                accounts are made up (usually 12 months). The financial year is
                usually referred to by the date in which it ends. For example,
                if a company's financial year ends November 30, 2011, then
                everything between December 1, 2010 and November 30, 2011
                would be referred to as FY 2011.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to start a new fiscal year.
              </p><p>
                Define your company's financial year according to your needs. A
                financial year is a period at the end of which a company's
                accounts are made up (usually 12 months). The financial year is
                usually referred to by the date in which it ends. For example,
                if a company's financial year ends November 30, 2011, then
                everything between December 1, 2010 and November 30, 2011
                would be referred to as FY 2011.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_moves_all_a,"<p class=""oe_view_nocontent_create"">
                Select the period and the journal you want to fill.
              </p><p>
                This view can be used by accountants in order to quickly record
                entries in OpenERP. If you want to record a supplier invoice,
                start by recording the line of the expense account. OpenERP
                will propose to you automatically the Tax related to this
                account and the counterpart ""Account Payable"".
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Select the period and the journal you want to fill.
              </p><p>
                This view can be used by accountants in order to quickly record
                entries in OpenERP. If you want to record a supplier invoice,
                start by recording the line of the expense account. OpenERP
                will propose to you automatically the Tax related to this
                account and the counterpart ""Account Payable"".
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_bank_tree,"<p class=""oe_view_nocontent_create"">
            Click to setup a new bank account. 
          </p><p>
            Configure your company's bank account and select those that must
            appear on the report footer.
          </p><p>
            If you use the accounting application of OpenERP, journals and
            accounts will be created automatically based on these data.
          </p>
        ","<p class=""oe_view_nocontent_create"">
            Click to setup a new bank account. 
          </p><p>
            Configure your company's bank account and select those that must
            appear on the report footer.
          </p><p>
            If you use the accounting application of OpenERP, journals and
            accounts will be created automatically based on these data.
          </p>
        "
account,model,"ir.actions.act_window,help",account.action_account_manual_reconcile,"<p>
                    No journal items found.
                </p>
            ","<p>
                    Nie znaleziono pozycji zapisów.
                </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_analytic_account_tree2,"<p>
                Click to add a new analytic account.
              </p><p>
                The normal chart of accounts has a structure defined by the
                legal requirement of the country. The analytic chart of
                accounts structure should reflect your own business needs in
                term of costs/revenues reporting.
              </p><p>
                They are usually structured by contracts, projects, products or
                departements. Most of the OpenERP operations (invoices,
                timesheets, expenses, etc) generate analytic entries on the
                related account.
              </p>
            ","<p>
                Kliknij, aby utworzyć konto analityczne.
              </p><p>
                Ustawowy plan kont ma strukturę dostosowaną do wymagań
                urzędowych twojego kraju. Analityczny plan kont powinien
                odzwierciedlać strukturę twojego biznesu w analizie
                kosztów i przychodów.
              </p><p>
                Zwykle ta struktura odzwierciedla umowy, projekty, produkty
                lub wydziały. Większość operacji w OpenERP (faktury, karty
                pracy, wydatki itd.) generują zapisy analityczne na kontach
                analitycznych.
              </p>
            "
account,model,"ir.model,name",account.model_temp_range,A Temporary table used for Dashboard view,Tymczasowa tabela stosowana przez widok konsoli
account,model,"ir.actions.act_window,help",account.action_account_period_tree,"A period is a fiscal period of time during which accounting entries should be recorded for accounting related activities. Monthly period is the norm but depending on your countries or company needs, you could also have quarterly periods. Closing a period will make it impossible to record new accounting entries, all new entries should then be made on the following open period. Close a period when you do not want to record new entries and want to lock this period for tax related calculation.",Okres podatkowy określa przedział czasowy zapisów księgowych.
account,model,"process.transition,note",account.process_transition_invoicemanually0,A statement with manual entries becomes a draft statement.,Wyciąg z ręcznymi zapisami zostanie projektem wyciągu.
account,sql_constraint,account.fiscal.position.tax,0,A tax fiscal position could be defined only once time on same taxes.,Obszar podatkowy na podatku może być zdefiniowany tylko raz.
account,report,account.central.journal,0,A/C No.,Konto nr
account,view,account.entries.report,0,Acc.Type,Typ konta
account,view,account.account,0,Account,Konto
account,report,account.account.balance,0,Account,Konto
account,field,"account.automatic.reconcile,writeoff_acc_id",0,Account,Konto
account,field,"account.bank.statement.line,account_id",0,Account,Konto
account,view,account.entries.report,0,Account,Konto
account,field,"account.entries.report,account_id",0,Account,Konto
account,field,"account.invoice,account_id",0,Account,Konto
account,field,"account.invoice.line,account_id",0,Account,Konto
account,view,account.invoice.report,0,Account,Konto
account,field,"account.invoice.report,account_id",0,Account,Konto
account,field,"account.journal,account_control_ids",0,Account,Konto
account,report,account.journal.period.print,0,Account,Konto
account,report,account.journal.period.print.sale.purchase,0,Account,Konto
account,field,"account.model.line,account_id",0,Account,Konto
account,view,account.move.line,0,Account,Konto
account,field,"account.move.line,account_id",0,Account,Konto
account,field,"account.move.line.reconcile.select,account_id",0,Account,Konto
account,field,"account.move.line.unreconcile.select,account_id",0,Account,Konto
account,report,account.third_party_ledger,0,Account,Konto
account,report,account.third_party_ledger_other,0,Account,Konto
account,view,analytic.entries.report,0,Account,Konto
account,field,"analytic.entries.report,account_id",0,Account,Konto
account,model,"ir.model,name",account.model_account_account,Account,Konto
account,field,"report.account.sales,account_id",0,Account,Konto
account,model,"ir.model,name",account.model_account_aged_trial_balance,Account Aged Trial balance Report,Raport próbny płatności przeterminowanych
account,model,"ir.model,name",account.model_account_analytic_balance,Account Analytic Balance,Bilans analityczny
account,model,"ir.model,name",account.model_account_analytic_chart,Account Analytic Chart,Plan kont analitycznych
account,model,"ir.model,name",account.model_account_analytic_cost_ledger,Account Analytic Cost Ledger,Książka kosztów analitycznych
account,model,"ir.model,name",account.model_account_analytic_cost_ledger_journal_report,Account Analytic Cost Ledger For Journal Report,Księga kosztów analitycznych dla raportu
account,model,"ir.model,name",account.model_account_analytic_inverted_balance,Account Analytic Inverted Balance,Bilans odwrotny kont analitycznych
account,model,"ir.model,name",account.model_account_analytic_journal_report,Account Analytic Journal,Dziennik kont analitycznych
account,model,"ir.actions.act_window,name",account.action_account_automatic_reconcile,Account Automatic Reconcile,Automatyczne uzgodnienia
account,field,"account.tax,base_code_id",0,Account Base Code,Rejstr główny
account,view,board.board,0,Account Board,Konsola kont
account,model,"ir.actions.act_window,name",account.action_account_central_journal,Account Central Journal,Dziennik główny
account,model,"ir.model,name",account.model_account_central_journal,Account Central Journal,Dziennik główny
account,view,account.account,0,Account Code and Name,Kod i nazwa konta
account,model,"ir.model,name",account.model_account_common_account_report,Account Common Account Report,Raport księgowy ogólny
account,model,"ir.model,name",account.model_account_common_journal_report,Account Common Journal Report,Uniwersalny raport kont
account,model,"ir.model,name",account.model_account_common_partner_report,Account Common Partner Report,Raport podstawowy partnera
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,Raort podstawowy księgowości
account,field,"account.analytic.line,currency_id",0,Account Currency,Waluta konta
account,field,"account.fiscal.position.account,account_dest_id",0,Account Destination,Konto docelowe
account,field,"account.fiscal.position.account.template,account_dest_id",0,Account Destination,Konto docelowe
account,view,account.move,0,Account Entry,Zapis na koncie
account,model,"ir.model,name",account.model_account_move,Account Entry,Zapis na koncie
account,model,"ir.actions.act_window,name",account.action_account_general_journal,Account General Journal,Dziennik główny
account,model,"ir.model,name",account.model_account_general_journal,Account General Journal,Dziennik główny
account,view,account.journal,0,Account Journal,Dziennik kont
account,field,"res.partner.bank,journal_id",0,Account Journal,Dziennik kont
account,model,"ir.model,name",account.model_account_journal_select,Account Journal Select,Wybór dziennika
account,field,"account.invoice.report,account_line_id",0,Account Line,Pozycja konta
account,view,account.fiscal.position,0,Account Mapping,Mapowanie konta
account,field,"account.fiscal.position,account_ids",0,Account Mapping,Mapowanie konta
account,field,"account.fiscal.position.template,account_ids",0,Account Mapping,Mapowanie konta
account,field,"account.use.model,model",0,Account Model,Model konta
account,model,"ir.model,name",account.model_account_model,Account Model,Model konta
account,model,"ir.model,name",account.model_account_model_line,Account Model Entries,Zapisy modelu kont
account,report,account.analytic.account.balance,0,Account Name,Nazwa konta
account,report,account.central.journal,0,Account Name,Nazwa konta
account,field,"account.bank.accounts.wizard,acc_name",0,Account Name.,Nazwa konta.
account,model,"ir.model,name",account.model_account_partner_ledger,Account Partner Ledger,Konto rejestru partnera
account,field,"res.partner,property_account_payable",0,Account Payable,Konto zobowiązań
account,view,account.period,0,Account Period,Okres konta
account,model,"ir.actions.act_window,name",account.action_account_print_journal,Account Print Journal,Drukuj dziennik
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,Drukuj dziennik
account,view,product.category,0,Account Properties,Właściwości konta
account,field,"res.partner,property_account_receivable",0,Account Receivable,Konto należności
account,model,"ir.model,name",account.model_account_move_reconcile,Account Reconciliation,Uzgodnienie konta
account,view,account.financial.report,0,Account Report,Raport księgowy
account,field,"account.financial.report,children_ids",0,Account Report,Raport księgowy
account,model,"ir.model,name",account.model_account_financial_report,Account Report,Raport księgowy
account,field,"accounting.report,account_report_id",0,Account Reports,Raporty księgowe
account,model,"ir.ui.menu,name",account.menu_account_financial_reports_tree,Account Reports,Raporty księgowe
account,view,account.financial.report,0,Account Reports Hierarchy,Hierarchia raportów księgowych
account,model,"ir.ui.menu,name",account.menu_account_report_tree_hierarchy,Account Reports Hierarchy,Hierarchia raportów księgowych
account,field,"account.fiscal.position.account,account_src_id",0,Account Source,Konto źródłowe
account,field,"account.fiscal.position.account.template,account_src_id",0,Account Source,Konto źródłowe
account,model,"ir.actions.act_window,name",account.action_account_state_open,Account State Open,Otwarty stan konta
account,model,"ir.model,name",account.model_account_state_open,Account State Open,Otwarty stan konta
account,view,account.account,0,Account Statistics,Statystyki kont
account,view,account.bank.statement,0,Account Statistics,Statystyki kont
account,view,account.move.line,0,Account Statistics,Statystyki kont
account,view,account.subscription,0,Account Subscription,Konto subskrypcji
account,model,"ir.model,name",account.model_account_subscription,Account Subscription,Konto subskrypcji
account,model,"ir.model,name",account.model_account_subscription_line,Account Subscription Line,Pozycja konta subskrypcji
account,view,account.tax,0,Account Tax,Podatki
account,field,"account.tax,tax_code_id",0,Account Tax Code,Rejestr podatkowy
account,view,account.tax.code,0,Account Tax Code,Rejestr podatkowy
account,view,account.tax.code.template,0,Account Tax Code Template,Szablon rejestru konta podatkowego
account,model,"ir.actions.act_window,name",account.action_account_vat_declaration,Account Tax Declaration,Deklaracja podatkowa
account,view,account.tax.template,0,Account Tax Template,Szablon podatku
account,view,account.account.template,0,Account Template,Szablon konta
account,view,account.chart.template,0,Account Template,Szablon konta
account,model,"ir.actions.act_window,name",account.action_account_template_form,Account Templates,Szablony kont
account,model,"ir.ui.menu,name",account.menu_action_account_template_form,Account Templates,Szablony kont
account,view,account.account,0,Account Type,Typ konta
account,field,"account.account,user_type",0,Account Type,Typ konta
account,view,account.account.template,0,Account Type,Typ konta
account,field,"account.account.template,user_type",0,Account Type,Typ konta
account,view,account.account.type,0,Account Type,Typ konta
